Provider_ID,Measure,Rate,Footnote,Start_Quarter,End_Quarter
140200,Blood Incompatibility,0.000,,3Q2022,2Q2024
140200,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.650,,3Q2022,2Q2024
140202,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140202,Air Embolism,0.000,,3Q2022,2Q2024
140202,Blood Incompatibility,0.000,,3Q2022,2Q2024
140202,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.187,,3Q2022,2Q2024
140206,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140206,Air Embolism,0.000,,3Q2022,2Q2024
140206,Blood Incompatibility,0.000,,3Q2022,2Q2024
140206,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.664,,3Q2022,2Q2024
140208,Foreign Object Retained After Surgery,0.066,,3Q2022,2Q2024
140208,Air Embolism,0.000,,3Q2022,2Q2024
140208,Blood Incompatibility,0.000,,3Q2022,2Q2024
140208,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.331,,3Q2022,2Q2024
140209,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140209,Air Embolism,0.000,,3Q2022,2Q2024
140209,Blood Incompatibility,0.000,,3Q2022,2Q2024
140209,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.574,,3Q2022,2Q2024
140210,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140210,Air Embolism,0.000,,3Q2022,2Q2024
140210,Blood Incompatibility,0.000,,3Q2022,2Q2024
140210,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
140211,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140211,Air Embolism,0.000,,3Q2022,2Q2024
140211,Blood Incompatibility,0.000,,3Q2022,2Q2024
140211,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.528,,3Q2022,2Q2024
140213,Foreign Object Retained After Surgery,0.073,,3Q2022,2Q2024
140213,Air Embolism,0.000,,3Q2022,2Q2024
140213,Blood Incompatibility,0.000,,3Q2022,2Q2024
140213,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.363,,3Q2022,2Q2024
140217,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140217,Air Embolism,0.000,,3Q2022,2Q2024
140217,Blood Incompatibility,0.000,,3Q2022,2Q2024
140217,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.407,,3Q2022,2Q2024
140223,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140223,Air Embolism,0.000,,3Q2022,2Q2024
140223,Blood Incompatibility,0.000,,3Q2022,2Q2024
140223,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.403,,3Q2022,2Q2024
140224,Foreign Object Retained After Surgery,0.301,,3Q2022,2Q2024
140224,Air Embolism,0.000,,3Q2022,2Q2024
140224,Blood Incompatibility,0.000,,3Q2022,2Q2024
140224,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
140228,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140228,Air Embolism,0.000,,3Q2022,2Q2024
140228,Blood Incompatibility,0.000,,3Q2022,2Q2024
140228,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.159,,3Q2022,2Q2024
140231,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140231,Air Embolism,0.000,,3Q2022,2Q2024
140231,Blood Incompatibility,0.000,,3Q2022,2Q2024
140231,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.147,,3Q2022,2Q2024
140233,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140233,Air Embolism,0.000,,3Q2022,2Q2024
140233,Blood Incompatibility,0.000,,3Q2022,2Q2024
140233,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.132,,3Q2022,2Q2024
140239,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140239,Air Embolism,0.000,,3Q2022,2Q2024
140239,Blood Incompatibility,0.000,,3Q2022,2Q2024
140239,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
140242,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140242,Air Embolism,0.000,,3Q2022,2Q2024
140242,Blood Incompatibility,0.000,,3Q2022,2Q2024
140242,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.368,,3Q2022,2Q2024
140251,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140251,Air Embolism,0.000,,3Q2022,2Q2024
140251,Blood Incompatibility,0.000,,3Q2022,2Q2024
140251,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.478,,3Q2022,2Q2024
140252,Foreign Object Retained After Surgery,0.060,,3Q2022,2Q2024
140252,Air Embolism,0.000,,3Q2022,2Q2024
140252,Blood Incompatibility,0.000,,3Q2022,2Q2024
140252,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.301,,3Q2022,2Q2024
140258,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140258,Air Embolism,0.000,,3Q2022,2Q2024
140258,Blood Incompatibility,0.000,,3Q2022,2Q2024
140258,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.509,,3Q2022,2Q2024
140275,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140275,Air Embolism,0.000,,3Q2022,2Q2024
140275,Blood Incompatibility,0.000,,3Q2022,2Q2024
140275,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
140276,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140276,Air Embolism,0.000,,3Q2022,2Q2024
140276,Blood Incompatibility,0.000,,3Q2022,2Q2024
140276,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.929,,3Q2022,2Q2024
140280,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140280,Air Embolism,0.000,,3Q2022,2Q2024
140280,Blood Incompatibility,0.000,,3Q2022,2Q2024
140280,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.401,,3Q2022,2Q2024
140281,Foreign Object Retained After Surgery,0.048,,3Q2022,2Q2024
140281,Air Embolism,0.000,,3Q2022,2Q2024
140281,Blood Incompatibility,0.000,,3Q2022,2Q2024
140281,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.819,,3Q2022,2Q2024
140286,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140286,Air Embolism,0.000,,3Q2022,2Q2024
140286,Blood Incompatibility,0.000,,3Q2022,2Q2024
140286,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.241,,3Q2022,2Q2024
140288,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140288,Air Embolism,0.000,,3Q2022,2Q2024
140288,Blood Incompatibility,0.000,,3Q2022,2Q2024
140288,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.104,,3Q2022,2Q2024
140289,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140289,Air Embolism,0.000,,3Q2022,2Q2024
140289,Blood Incompatibility,0.000,,3Q2022,2Q2024
140289,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.591,,3Q2022,2Q2024
140290,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140290,Air Embolism,0.000,,3Q2022,2Q2024
140290,Blood Incompatibility,0.000,,3Q2022,2Q2024
140290,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.245,,3Q2022,2Q2024
140291,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140291,Air Embolism,0.000,,3Q2022,2Q2024
140291,Blood Incompatibility,0.000,,3Q2022,2Q2024
140291,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
140292,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140292,Air Embolism,0.000,,3Q2022,2Q2024
140292,Blood Incompatibility,0.000,,3Q2022,2Q2024
140292,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.518,,3Q2022,2Q2024
140294,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140294,Air Embolism,0.000,,3Q2022,2Q2024
140294,Blood Incompatibility,0.000,,3Q2022,2Q2024
140294,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
140300,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140300,Air Embolism,0.000,,3Q2022,2Q2024
140300,Blood Incompatibility,0.000,,3Q2022,2Q2024
140300,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
140304,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140304,Air Embolism,0.000,,3Q2022,2Q2024
140304,Blood Incompatibility,0.000,,3Q2022,2Q2024
140304,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.421,,3Q2022,2Q2024
140308,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
140308,Air Embolism,0.000,,3Q2022,2Q2024
140308,Blood Incompatibility,0.000,,3Q2022,2Q2024
140308,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150001,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150001,Air Embolism,0.000,,3Q2022,2Q2024
150001,Blood Incompatibility,0.000,,3Q2022,2Q2024
150001,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150002,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150002,Air Embolism,0.000,,3Q2022,2Q2024
150002,Blood Incompatibility,0.000,,3Q2022,2Q2024
150002,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.401,,3Q2022,2Q2024
150005,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150005,Air Embolism,0.000,,3Q2022,2Q2024
150005,Blood Incompatibility,0.000,,3Q2022,2Q2024
150005,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.290,,3Q2022,2Q2024
150006,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150006,Air Embolism,0.000,,3Q2022,2Q2024
150006,Blood Incompatibility,0.000,,3Q2022,2Q2024
150006,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.355,,3Q2022,2Q2024
150007,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150007,Air Embolism,0.000,,3Q2022,2Q2024
150007,Blood Incompatibility,0.000,,3Q2022,2Q2024
150007,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.420,,3Q2022,2Q2024
150008,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150008,Air Embolism,0.000,,3Q2022,2Q2024
150008,Blood Incompatibility,0.000,,3Q2022,2Q2024
150008,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.514,,3Q2022,2Q2024
150009,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150009,Air Embolism,0.000,,3Q2022,2Q2024
150009,Blood Incompatibility,0.000,,3Q2022,2Q2024
150009,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.265,,3Q2022,2Q2024
150010,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150010,Air Embolism,0.000,,3Q2022,2Q2024
150010,Blood Incompatibility,0.000,,3Q2022,2Q2024
150010,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150011,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150011,Air Embolism,0.000,,3Q2022,2Q2024
150011,Blood Incompatibility,0.000,,3Q2022,2Q2024
150011,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150012,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150012,Air Embolism,0.000,,3Q2022,2Q2024
150012,Blood Incompatibility,0.000,,3Q2022,2Q2024
150012,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.343,,3Q2022,2Q2024
150015,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150015,Air Embolism,0.000,,3Q2022,2Q2024
150015,Blood Incompatibility,0.000,,3Q2022,2Q2024
150015,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.207,,3Q2022,2Q2024
150017,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150017,Air Embolism,0.000,,3Q2022,2Q2024
150017,Blood Incompatibility,0.000,,3Q2022,2Q2024
150017,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.548,,3Q2022,2Q2024
150018,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150018,Air Embolism,0.000,,3Q2022,2Q2024
150018,Blood Incompatibility,0.000,,3Q2022,2Q2024
150018,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.380,,3Q2022,2Q2024
150021,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150021,Air Embolism,0.000,,3Q2022,2Q2024
150021,Blood Incompatibility,0.000,,3Q2022,2Q2024
150021,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.196,,3Q2022,2Q2024
150022,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150022,Air Embolism,0.000,,3Q2022,2Q2024
150022,Blood Incompatibility,0.000,,3Q2022,2Q2024
150022,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150023,Foreign Object Retained After Surgery,0.102,,3Q2022,2Q2024
150023,Air Embolism,0.000,,3Q2022,2Q2024
150023,Blood Incompatibility,0.000,,3Q2022,2Q2024
150023,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.715,,3Q2022,2Q2024
150024,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150024,Air Embolism,0.000,,3Q2022,2Q2024
150024,Blood Incompatibility,0.000,,3Q2022,2Q2024
150024,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.763,,3Q2022,2Q2024
150026,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150026,Air Embolism,0.000,,3Q2022,2Q2024
150026,Blood Incompatibility,0.000,,3Q2022,2Q2024
150026,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.434,,3Q2022,2Q2024
150030,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150030,Air Embolism,0.000,,3Q2022,2Q2024
150030,Blood Incompatibility,0.000,,3Q2022,2Q2024
150030,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150034,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150034,Air Embolism,0.000,,3Q2022,2Q2024
150034,Blood Incompatibility,0.000,,3Q2022,2Q2024
150034,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150035,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150035,Air Embolism,0.000,,3Q2022,2Q2024
150035,Blood Incompatibility,0.000,,3Q2022,2Q2024
150035,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.655,,3Q2022,2Q2024
150037,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150037,Air Embolism,0.000,,3Q2022,2Q2024
150037,Blood Incompatibility,0.000,,3Q2022,2Q2024
150037,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150042,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150042,Air Embolism,0.000,,3Q2022,2Q2024
150042,Blood Incompatibility,0.000,,3Q2022,2Q2024
150042,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.291,,3Q2022,2Q2024
150044,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150044,Air Embolism,0.000,,3Q2022,2Q2024
150044,Blood Incompatibility,0.000,,3Q2022,2Q2024
150044,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.415,,3Q2022,2Q2024
150045,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150045,Air Embolism,0.000,,3Q2022,2Q2024
150045,Blood Incompatibility,0.000,,3Q2022,2Q2024
150045,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150046,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150046,Air Embolism,0.000,,3Q2022,2Q2024
150046,Blood Incompatibility,0.000,,3Q2022,2Q2024
150046,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150047,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150047,Air Embolism,0.000,,3Q2022,2Q2024
150047,Blood Incompatibility,0.000,,3Q2022,2Q2024
150047,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150048,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150048,Air Embolism,0.000,,3Q2022,2Q2024
150048,Blood Incompatibility,0.000,,3Q2022,2Q2024
150048,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.119,,3Q2022,2Q2024
150051,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150051,Air Embolism,0.000,,3Q2022,2Q2024
150051,Blood Incompatibility,0.000,,3Q2022,2Q2024
150051,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.326,,3Q2022,2Q2024
150056,Foreign Object Retained After Surgery,0.131,,3Q2022,2Q2024
150056,Air Embolism,0.000,,3Q2022,2Q2024
150056,Blood Incompatibility,0.000,,3Q2022,2Q2024
150056,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.984,,3Q2022,2Q2024
150057,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150057,Air Embolism,0.000,,3Q2022,2Q2024
150057,Blood Incompatibility,0.000,,3Q2022,2Q2024
150057,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.685,,3Q2022,2Q2024
150058,Foreign Object Retained After Surgery,0.133,,3Q2022,2Q2024
150058,Air Embolism,0.000,,3Q2022,2Q2024
150058,Blood Incompatibility,0.000,,3Q2022,2Q2024
150058,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.399,,3Q2022,2Q2024
150059,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150059,Air Embolism,0.000,,3Q2022,2Q2024
150059,Blood Incompatibility,0.000,,3Q2022,2Q2024
150059,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150061,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150061,Air Embolism,0.000,,3Q2022,2Q2024
150061,Blood Incompatibility,0.000,,3Q2022,2Q2024
150061,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150065,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150065,Air Embolism,0.000,,3Q2022,2Q2024
150065,Blood Incompatibility,0.000,,3Q2022,2Q2024
150065,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150069,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150069,Air Embolism,0.000,,3Q2022,2Q2024
150069,Blood Incompatibility,0.000,,3Q2022,2Q2024
150069,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150072,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150072,Air Embolism,0.000,,3Q2022,2Q2024
150072,Blood Incompatibility,0.000,,3Q2022,2Q2024
150072,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.553,,3Q2022,2Q2024
150074,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150074,Air Embolism,0.000,,3Q2022,2Q2024
150074,Blood Incompatibility,0.000,,3Q2022,2Q2024
150074,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.302,,3Q2022,2Q2024
150075,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150075,Air Embolism,0.000,,3Q2022,2Q2024
150075,Blood Incompatibility,0.000,,3Q2022,2Q2024
150075,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150076,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150076,Air Embolism,0.000,,3Q2022,2Q2024
150076,Blood Incompatibility,0.000,,3Q2022,2Q2024
150076,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150082,Foreign Object Retained After Surgery,0.046,,3Q2022,2Q2024
150082,Air Embolism,0.000,,3Q2022,2Q2024
150082,Blood Incompatibility,0.000,,3Q2022,2Q2024
150082,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.690,,3Q2022,2Q2024
150084,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150084,Air Embolism,0.000,,3Q2022,2Q2024
150084,Blood Incompatibility,0.000,,3Q2022,2Q2024
150084,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.506,,3Q2022,2Q2024
150086,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150086,Air Embolism,0.000,,3Q2022,2Q2024
150086,Blood Incompatibility,0.000,,3Q2022,2Q2024
150086,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150088,Foreign Object Retained After Surgery,0.536,,3Q2022,2Q2024
150088,Air Embolism,0.000,,3Q2022,2Q2024
150088,Blood Incompatibility,0.000,,3Q2022,2Q2024
150088,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150089,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150089,Air Embolism,0.000,,3Q2022,2Q2024
150089,Blood Incompatibility,0.000,,3Q2022,2Q2024
150089,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.470,,3Q2022,2Q2024
150090,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150090,Air Embolism,0.000,,3Q2022,2Q2024
150090,Blood Incompatibility,0.000,,3Q2022,2Q2024
150090,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150091,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150091,Air Embolism,0.000,,3Q2022,2Q2024
150091,Blood Incompatibility,0.000,,3Q2022,2Q2024
150091,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150097,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150097,Air Embolism,0.000,,3Q2022,2Q2024
150097,Blood Incompatibility,0.000,,3Q2022,2Q2024
150097,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150100,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150100,Air Embolism,0.000,,3Q2022,2Q2024
150100,Blood Incompatibility,0.000,,3Q2022,2Q2024
150100,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.867,,3Q2022,2Q2024
150101,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150101,Air Embolism,0.000,,3Q2022,2Q2024
150101,Blood Incompatibility,0.000,,3Q2022,2Q2024
150101,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150102,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150102,Air Embolism,0.000,,3Q2022,2Q2024
150102,Blood Incompatibility,0.000,,3Q2022,2Q2024
150102,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",3.425,,3Q2022,2Q2024
150104,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150104,Air Embolism,0.000,,3Q2022,2Q2024
150104,Blood Incompatibility,0.000,,3Q2022,2Q2024
150104,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.747,,3Q2022,2Q2024
150109,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150109,Air Embolism,0.000,,3Q2022,2Q2024
150109,Blood Incompatibility,0.000,,3Q2022,2Q2024
150109,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.415,,3Q2022,2Q2024
150112,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150112,Air Embolism,0.000,,3Q2022,2Q2024
150112,Blood Incompatibility,0.000,,3Q2022,2Q2024
150112,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.167,,3Q2022,2Q2024
150113,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150113,Air Embolism,0.000,,3Q2022,2Q2024
150113,Blood Incompatibility,0.000,,3Q2022,2Q2024
150113,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2022,2Q2024
150115,Foreign Object Retained After Surgery,0.000,,3Q2022,2Q2024
150115,Air Embolism,0.000,,3Q2022,2Q2024
150115,Blood Incompatibility,0.000,,3Q2022,2Q2024
