Provider_ID,Measure,Rate
110225,"Air Embolism",0
110225,"Blood Incompatibility",0
110225,"Falls and Trauma",0.368
110226,"Foreign Object Retained After Surgery",0
110226,"Air Embolism",0
110226,"Blood Incompatibility",0
110226,"Falls and Trauma",0
110229,"Foreign Object Retained After Surgery",0.192
110229,"Air Embolism",0
110229,"Blood Incompatibility",0
110229,"Falls and Trauma",0.768
110230,"Foreign Object Retained After Surgery",0
110230,"Air Embolism",0
110230,"Blood Incompatibility",0
110230,"Falls and Trauma",1.081
110233,"Foreign Object Retained After Surgery",0
110233,"Air Embolism",0
110233,"Blood Incompatibility",0
110233,"Falls and Trauma",0
110234,"Foreign Object Retained After Surgery",0
110234,"Air Embolism",0
110234,"Blood Incompatibility",0
110234,"Falls and Trauma",0
110236,"Foreign Object Retained After Surgery",0
110236,"Air Embolism",0
110236,"Blood Incompatibility",0
110236,"Falls and Trauma",0
110237,"Foreign Object Retained After Surgery",0
110237,"Air Embolism",0
110237,"Blood Incompatibility",0
110237,"Falls and Trauma",0
110252,"Foreign Object Retained After Surgery",0
110252,"Air Embolism",0
110252,"Blood Incompatibility",0
110252,"Falls and Trauma",0.475
120001,"Foreign Object Retained After Surgery",0
120001,"Air Embolism",0
120001,"Blood Incompatibility",0
120001,"Falls and Trauma",0.693
120002,"Foreign Object Retained After Surgery",0
120002,"Air Embolism",0
120002,"Blood Incompatibility",0
120002,"Falls and Trauma",0.737
120005,"Foreign Object Retained After Surgery",0
120005,"Air Embolism",0
120005,"Blood Incompatibility",0
120005,"Falls and Trauma",1.486
120006,"Foreign Object Retained After Surgery",0
120006,"Air Embolism",0
120006,"Blood Incompatibility",0
120006,"Falls and Trauma",0
120007,"Foreign Object Retained After Surgery",0
120007,"Air Embolism",0
120007,"Blood Incompatibility",0
120007,"Falls and Trauma",0.574
120011,"Foreign Object Retained After Surgery",0
120011,"Air Embolism",0
120011,"Blood Incompatibility",0
120011,"Falls and Trauma",0
120014,"Foreign Object Retained After Surgery",0
120014,"Air Embolism",0
120014,"Blood Incompatibility",0
120014,"Falls and Trauma",0
120019,"Foreign Object Retained After Surgery",0
120019,"Air Embolism",0
120019,"Blood Incompatibility",0
120019,"Falls and Trauma",0.951
120022,"Foreign Object Retained After Surgery",0
120022,"Air Embolism",0
120022,"Blood Incompatibility",0
120022,"Falls and Trauma",0.246
120026,"Foreign Object Retained After Surgery",0
120026,"Air Embolism",0
120026,"Blood Incompatibility",0
120026,"Falls and Trauma",0.279
120028,"Foreign Object Retained After Surgery",0
120028,"Air Embolism",0
120028,"Blood Incompatibility",0
120028,"Falls and Trauma",1.285
130002,"Foreign Object Retained After Surgery",0
130002,"Air Embolism",0
130002,"Blood Incompatibility",0
130002,"Falls and Trauma",0.508
130003,"Foreign Object Retained After Surgery",0
130003,"Air Embolism",0
130003,"Blood Incompatibility",0
130003,"Falls and Trauma",0.407
130006,"Foreign Object Retained After Surgery",0.101
130006,"Air Embolism",0
130006,"Blood Incompatibility",0
130006,"Falls and Trauma",0.302
130007,"Foreign Object Retained After Surgery",0
130007,"Air Embolism",0
130007,"Blood Incompatibility",0
130007,"Falls and Trauma",0.556
130013,"Foreign Object Retained After Surgery",0
130013,"Air Embolism",0
130013,"Blood Incompatibility",0
130013,"Falls and Trauma",0.813
130014,"Foreign Object Retained After Surgery",0
130014,"Air Embolism",0
130014,"Blood Incompatibility",0
130014,"Falls and Trauma",0
130018,"Foreign Object Retained After Surgery",0
130018,"Air Embolism",0
130018,"Blood Incompatibility",0
130018,"Falls and Trauma",0
130025,"Foreign Object Retained After Surgery",0
130025,"Air Embolism",0
130025,"Blood Incompatibility",0
130025,"Falls and Trauma",0
130028,"Foreign Object Retained After Surgery",0
130028,"Air Embolism",0
130028,"Blood Incompatibility",0
130028,"Falls and Trauma",1.248
130049,"Foreign Object Retained After Surgery",0
130049,"Air Embolism",0
130049,"Blood Incompatibility",0
130049,"Falls and Trauma",0.314
130063,"Foreign Object Retained After Surgery",0
130063,"Air Embolism",0
130063,"Blood Incompatibility",0
130063,"Falls and Trauma",0
130065,"Foreign Object Retained After Surgery",0
130065,"Air Embolism",0
130065,"Blood Incompatibility",0
130065,"Falls and Trauma",0
130066,"Foreign Object Retained After Surgery",0
130066,"Air Embolism",0
130066,"Blood Incompatibility",0
130066,"Falls and Trauma",0
130071,"Foreign Object Retained After Surgery",0
130071,"Air Embolism",0
130071,"Blood Incompatibility",0
130071,"Falls and Trauma",0
130073,"Foreign Object Retained After Surgery",0
130073,"Air Embolism",0
130073,"Blood Incompatibility",0
130073,"Falls and Trauma",0
130074,"Foreign Object Retained After Surgery",0.45
130074,"Air Embolism",0
130074,"Blood Incompatibility",0
130074,"Falls and Trauma",0
140001,"Foreign Object Retained After Surgery",0
140001,"Air Embolism",0
140001,"Blood Incompatibility",0
140001,"Falls and Trauma",1.599
140002,"Foreign Object Retained After Surgery",0
140002,"Air Embolism",0
140002,"Blood Incompatibility",0
140002,"Falls and Trauma",0.266
140007,"Foreign Object Retained After Surgery",0
140007,"Air Embolism",0
140007,"Blood Incompatibility",0
140007,"Falls and Trauma",0.347
140008,"Foreign Object Retained After Surgery",0
140008,"Air Embolism",0
140008,"Blood Incompatibility",0
140008,"Falls and Trauma",0
140010,"Foreign Object Retained After Surgery",0.035
140010,"Air Embolism",0
140010,"Blood Incompatibility",0
140010,"Falls and Trauma",0.419
140011,"Foreign Object Retained After Surgery",0.261
140011,"Air Embolism",0
140011,"Blood Incompatibility",0
140011,"Falls and Trauma",0.521
140012,"Foreign Object Retained After Surgery",0
140012,"Air Embolism",0
140012,"Blood Incompatibility",0
140012,"Falls and Trauma",0
140013,"Foreign Object Retained After Surgery",0
140013,"Air Embolism",0
140013,"Blood Incompatibility",0
140013,"Falls and Trauma",0.461
140015,"Foreign Object Retained After Surgery",0
140015,"Air Embolism",0
140015,"Blood Incompatibility",0
140015,"Falls and Trauma",0.534
140018,"Foreign Object Retained After Surgery",0
140018,"Air Embolism",0
140018,"Blood Incompatibility",0
140018,"Falls and Trauma",0
140029,"Foreign Object Retained After Surgery",0
140029,"Air Embolism",0
140029,"Blood Incompatibility",0
140029,"Falls and Trauma",0.315
140030,"Foreign Object Retained After Surgery",0
140030,"Air Embolism",0
140030,"Blood Incompatibility",0
140030,"Falls and Trauma",0.126
140032,"Foreign Object Retained After Surgery",0
140032,"Air Embolism",0
140032,"Blood Incompatibility",0
140032,"Falls and Trauma",0
140034,"Foreign Object Retained After Surgery",0
140034,"Air Embolism",0
140034,"Blood Incompatibility",0
140034,"Falls and Trauma",0
140043,"Foreign Object Retained After Surgery",0
140043,"Air Embolism",0
140043,"Blood Incompatibility",0
140043,"Falls and Trauma",0.37
140046,"Foreign Object Retained After Surgery",0
140046,"Air Embolism",0
140046,"Blood Incompatibility",0
140046,"Falls and Trauma",0
140048,"Foreign Object Retained After Surgery",0
140048,"Air Embolism",0
140048,"Blood Incompatibility",0
140048,"Falls and Trauma",0.156
140049,"Foreign Object Retained After Surgery",0
140049,"Air Embolism",0
140049,"Blood Incompatibility",0
140049,"Falls and Trauma",0.598
140052,"Foreign Object Retained After Surgery",0
140052,"Air Embolism",0
140052,"Blood Incompatibility",0
140052,"Falls and Trauma",0
140053,"Foreign Object Retained After Surgery",0.101
140053,"Air Embolism",0
140053,"Blood Incompatibility",0
140053,"Falls and Trauma",0.606
140054,"Foreign Object Retained After Surgery",0
140054,"Air Embolism",0
140054,"Blood Incompatibility",0
140054,"Falls and Trauma",0.275
140059,"Foreign Object Retained After Surgery",0
140059,"Air Embolism",0
140059,"Blood Incompatibility",0
140059,"Falls and Trauma",1.508
140062,"Foreign Object Retained After Surgery",0
140062,"Air Embolism",0
140062,"Blood Incompatibility",0
140062,"Falls and Trauma",0.473
140063,"Foreign Object Retained After Surgery",0
140063,"Air Embolism",0
140063,"Blood Incompatibility",0
140063,"Falls and Trauma",0
140064,"Foreign Object Retained After Surgery",0
140064,"Air Embolism",0
140064,"Blood Incompatibility",0
140064,"Falls and Trauma",0
140065,"Foreign Object Retained After Surgery",0
140065,"Air Embolism",0
140065,"Blood Incompatibility",0
140065,"Falls and Trauma",0
140067,"Foreign Object Retained After Surgery",0
140067,"Air Embolism",0
140067,"Blood Incompatibility",0
140067,"Falls and Trauma",0.598
140068,"Foreign Object Retained After Surgery",0
140068,"Air Embolism",0
140068,"Blood Incompatibility",0
140068,"Falls and Trauma",3.932
140077,"Foreign Object Retained After Surgery",0
140077,"Air Embolism",0
140077,"Blood Incompatibility",0
140077,"Falls and Trauma",0
140080,"Foreign Object Retained After Surgery",0
140080,"Air Embolism",0
140080,"Blood Incompatibility",0
140080,"Falls and Trauma",0.798
140082,"Foreign Object Retained After Surgery",0
140082,"Air Embolism",0
140082,"Blood Incompatibility",0
140082,"Falls and Trauma",0.91
140083,"Foreign Object Retained After Surgery",0
140083,"Air Embolism",0
140083,"Blood Incompatibility",0
140083,"Falls and Trauma",0
140084,"Foreign Object Retained After Surgery",0
140084,"Air Embolism",0
140084,"Blood Incompatibility",0
140084,"Falls and Trauma",0.355
140088,"Foreign Object Retained After Surgery",0.069
140088,"Air Embolism",0
140088,"Blood Incompatibility",0
140088,"Falls and Trauma",0.208
140089,"Foreign Object Retained After Surgery",0
140089,"Air Embolism",0
140089,"Blood Incompatibility",0
140089,"Falls and Trauma",0
140091,"Foreign Object Retained After Surgery",0
140091,"Air Embolism",0
140091,"Blood Incompatibility",0
140091,"Falls and Trauma",0.334
140093,"Foreign Object Retained After Surgery",0
140093,"Air Embolism",0
140093,"Blood Incompatibility",0
140093,"Falls and Trauma",1.025
140095,"Foreign Object Retained After Surgery",0
140095,"Air Embolism",0
140095,"Blood Incompatibility",0
140095,"Falls and Trauma",0
140100,"Foreign Object Retained After Surgery",0
140100,"Air Embolism",0
140100,"Blood Incompatibility",0
140100,"Falls and Trauma",0
140101,"Foreign Object Retained After Surgery",0
140101,"Air Embolism",0
140101,"Blood Incompatibility",0
140101,"Falls and Trauma",1.028
140103,"Foreign Object Retained After Surgery",0
140103,"Air Embolism",0
140103,"Blood Incompatibility",0
140103,"Falls and Trauma",0
140110,"Foreign Object Retained After Surgery",0
140110,"Air Embolism",0
140110,"Blood Incompatibility",0
140110,"Falls and Trauma",0.788
140113,"Foreign Object Retained After Surgery",0
140113,"Air Embolism",0
140113,"Blood Incompatibility",0
140113,"Falls and Trauma",1.82
140114,"Foreign Object Retained After Surgery",0
140114,"Air Embolism",0
140114,"Blood Incompatibility",0
140114,"Falls and Trauma",0.25
140115,"Foreign Object Retained After Surgery",0
140115,"Air Embolism",0
140115,"Blood Incompatibility",0
140115,"Falls and Trauma",0.701
140116,"Foreign Object Retained After Surgery",0.066
140116,"Air Embolism",0
140116,"Blood Incompatibility",0
140116,"Falls and Trauma",0.263
140117,"Foreign Object Retained After Surgery",0
140117,"Air Embolism",0
140117,"Blood Incompatibility",0
140117,"Falls and Trauma",0.122
140119,"Foreign Object Retained After Surgery",0
140119,"Air Embolism",0
140119,"Blood Incompatibility",0
140119,"Falls and Trauma",0.288
140120,"Foreign Object Retained After Surgery",0
140120,"Air Embolism",0
140120,"Blood Incompatibility",0
140120,"Falls and Trauma",0
140122,"Foreign Object Retained After Surgery",0
140122,"Air Embolism",0
140122,"Blood Incompatibility",0
140122,"Falls and Trauma",0.386
140124,"Foreign Object Retained After Surgery",0
140124,"Air Embolism",0
140124,"Blood Incompatibility",0
140124,"Falls and Trauma",0
140125,"Foreign Object Retained After Surgery",0
140125,"Air Embolism",0
140125,"Blood Incompatibility",0
140125,"Falls and Trauma",0
140127,"Foreign Object Retained After Surgery",0
140127,"Air Embolism",0
140127,"Blood Incompatibility",0
140127,"Falls and Trauma",0
140130,"Foreign Object Retained After Surgery",0
140130,"Air Embolism",0
140130,"Blood Incompatibility",0
140130,"Falls and Trauma",0.38
140133,"Foreign Object Retained After Surgery",0
140133,"Air Embolism",0
140133,"Blood Incompatibility",0
140133,"Falls and Trauma",0.765
140135,"Foreign Object Retained After Surgery",0
140135,"Air Embolism",0
140135,"Blood Incompatibility",0
140135,"Falls and Trauma",0
140137,"Foreign Object Retained After Surgery",0
140137,"Air Embolism",0
140137,"Blood Incompatibility",0
140137,"Falls and Trauma",3.125
140145,"Foreign Object Retained After Surgery",0
140145,"Air Embolism",0
140145,"Blood Incompatibility",0
140145,"Falls and Trauma",1.229
140148,"Foreign Object Retained After Surgery",0
140148,"Air Embolism",0
140148,"Blood Incompatibility",0
140148,"Falls and Trauma",0.167
140150,"Foreign Object Retained After Surgery",0
140150,"Air Embolism",0
140150,"Blood Incompatibility",0
140150,"Falls and Trauma",0
140155,"Foreign Object Retained After Surgery",0
140155,"Air Embolism",0
140155,"Blood Incompatibility",0
140155,"Falls and Trauma",0
140158,"Foreign Object Retained After Surgery",0
140158,"Air Embolism",0
140158,"Blood Incompatibility",0
140158,"Falls and Trauma",0
140160,"Foreign Object Retained After Surgery",0
140160,"Air Embolism",0
140160,"Blood Incompatibility",0
140160,"Falls and Trauma",0
140161,"Foreign Object Retained After Surgery",0
140161,"Air Embolism",0
140161,"Blood Incompatibility",0
140161,"Falls and Trauma",0
140162,"Foreign Object Retained After Surgery",0
140162,"Air Embolism",0
140162,"Blood Incompatibility",0
140162,"Falls and Trauma",0.213
140164,"Foreign Object Retained After Surgery",0
140164,"Air Embolism",0
140164,"Blood Incompatibility",0
140164,"Falls and Trauma",0.215
140166,"Foreign Object Retained After Surgery",0
140166,"Air Embolism",0
140166,"Blood Incompatibility",0
140166,"Falls and Trauma",0.384
140172,"Foreign Object Retained After Surgery",0
140172,"Air Embolism",0
140172,"Blood Incompatibility",0
140172,"Falls and Trauma",0
140174,"Foreign Object Retained After Surgery",0
140174,"Air Embolism",0
140174,"Blood Incompatibility",0
140174,"Falls and Trauma",0
140177,"Foreign Object Retained After Surgery",0
140177,"Air Embolism",0
140177,"Blood Incompatibility",0
140177,"Falls and Trauma",0
140179,"Foreign Object Retained After Surgery",0.173
140179,"Air Embolism",0
140179,"Blood Incompatibility",0
140179,"Falls and Trauma",0.173
140180,"Foreign Object Retained After Surgery",0
140180,"Air Embolism",0
140180,"Blood Incompatibility",0
140180,"Falls and Trauma",0.585
140181,"Foreign Object Retained After Surgery",0
140181,"Air Embolism",0
140181,"Blood Incompatibility",0
140181,"Falls and Trauma",0
140182,"Foreign Object Retained After Surgery",0
140182,"Air Embolism",0
140182,"Blood Incompatibility",0
140182,"Falls and Trauma",0.239
140184,"Foreign Object Retained After Surgery",0
140184,"Air Embolism",0
140184,"Blood Incompatibility",0
140184,"Falls and Trauma",0
140185,"Foreign Object Retained After Surgery",0
140185,"Air Embolism",0
140185,"Blood Incompatibility",0
140185,"Falls and Trauma",0.238
140186,"Foreign Object Retained After Surgery",0
140186,"Air Embolism",0
140186,"Blood Incompatibility",0
140186,"Falls and Trauma",0.381
140187,"Foreign Object Retained After Surgery",0
140187,"Air Embolism",0
140187,"Blood Incompatibility",0
140187,"Falls and Trauma",0.493
140189,"Foreign Object Retained After Surgery",0
140189,"Air Embolism",0
140189,"Blood Incompatibility",0
140189,"Falls and Trauma",0
140191,"Foreign Object Retained After Surgery",0
140191,"Air Embolism",0
140191,"Blood Incompatibility",0
140191,"Falls and Trauma",0
140197,"Foreign Object Retained After Surgery",0
140197,"Air Embolism",0
140197,"Blood Incompatibility",0
140197,"Falls and Trauma",0
140200,"Foreign Object Retained After Surgery",0
140200,"Air Embolism",0
140200,"Blood Incompatibility",0
140200,"Falls and Trauma",0.65
140202,"Foreign Object Retained After Surgery",0
140202,"Air Embolism",0
140202,"Blood Incompatibility",0
140202,"Falls and Trauma",0.187
140206,"Foreign Object Retained After Surgery",0
140206,"Air Embolism",0
140206,"Blood Incompatibility",0
140206,"Falls and Trauma",0.664
140208,"Foreign Object Retained After Surgery",0.066
140208,"Air Embolism",0
140208,"Blood Incompatibility",0
140208,"Falls and Trauma",0.331
140209,"Foreign Object Retained After Surgery",0
140209,"Air Embolism",0
140209,"Blood Incompatibility",0
140209,"Falls and Trauma",0.574
140210,"Foreign Object Retained After Surgery",0
140210,"Air Embolism",0
140210,"Blood Incompatibility",0
140210,"Falls and Trauma",0
140211,"Foreign Object Retained After Surgery",0
140211,"Air Embolism",0
140211,"Blood Incompatibility",0
140211,"Falls and Trauma",0.528
140213,"Foreign Object Retained After Surgery",0.073
140213,"Air Embolism",0
140213,"Blood Incompatibility",0
140213,"Falls and Trauma",0.363
140217,"Foreign Object Retained After Surgery",0
140217,"Air Embolism",0
140217,"Blood Incompatibility",0
140217,"Falls and Trauma",0.407
140223,"Foreign Object Retained After Surgery",0
140223,"Air Embolism",0
140223,"Blood Incompatibility",0
140223,"Falls and Trauma",0.403
140224,"Foreign Object Retained After Surgery",0.301
140224,"Air Embolism",0
140224,"Blood Incompatibility",0
140224,"Falls and Trauma",0
140228,"Foreign Object Retained After Surgery",0
140228,"Air Embolism",0
140228,"Blood Incompatibility",0
140228,"Falls and Trauma",0.159
140231,"Foreign Object Retained After Surgery",0
140231,"Air Embolism",0
140231,"Blood Incompatibility",0
140231,"Falls and Trauma",0.147
140233,"Foreign Object Retained After Surgery",0
140233,"Air Embolism",0
140233,"Blood Incompatibility",0
140233,"Falls and Trauma",0.132
140239,"Foreign Object Retained After Surgery",0
140239,"Air Embolism",0
140239,"Blood Incompatibility",0
140239,"Falls and Trauma",0
140242,"Foreign Object Retained After Surgery",0
140242,"Air Embolism",0
140242,"Blood Incompatibility",0
140242,"Falls and Trauma",0.368
140251,"Foreign Object Retained After Surgery",0
140251,"Air Embolism",0
140251,"Blood Incompatibility",0
140251,"Falls and Trauma",0.478
140252,"Foreign Object Retained After Surgery",0.06
140252,"Air Embolism",0
140252,"Blood Incompatibility",0
140252,"Falls and Trauma",0.301
140258,"Foreign Object Retained After Surgery",0
140258,"Air Embolism",0
140258,"Blood Incompatibility",0
140258,"Falls and Trauma",0.509
140275,"Foreign Object Retained After Surgery",0
140275,"Air Embolism",0
140275,"Blood Incompatibility",0
140275,"Falls and Trauma",0
140276,"Foreign Object Retained After Surgery",0
140276,"Air Embolism",0
140276,"Blood Incompatibility",0
140276,"Falls and Trauma",0.929
140280,"Foreign Object Retained After Surgery",0
140280,"Air Embolism",0
140280,"Blood Incompatibility",0
140280,"Falls and Trauma",0.401
140281,"Foreign Object Retained After Surgery",0.048
140281,"Air Embolism",0
140281,"Blood Incompatibility",0
140281,"Falls and Trauma",0.819
140286,"Foreign Object Retained After Surgery",0
140286,"Air Embolism",0
140286,"Blood Incompatibility",0
140286,"Falls and Trauma",0.241
140288,"Foreign Object Retained After Surgery",0
140288,"Air Embolism",0
140288,"Blood Incompatibility",0
140288,"Falls and Trauma",0.104
140289,"Foreign Object Retained After Surgery",0
140289,"Air Embolism",0
140289,"Blood Incompatibility",0
140289,"Falls and Trauma",0.591
140290,"Foreign Object Retained After Surgery",0
140290,"Air Embolism",0
140290,"Blood Incompatibility",0
140290,"Falls and Trauma",1.245
140291,"Foreign Object Retained After Surgery",0
140291,"Air Embolism",0
140291,"Blood Incompatibility",0
140291,"Falls and Trauma",0
140292,"Foreign Object Retained After Surgery",0
140292,"Air Embolism",0
140292,"Blood Incompatibility",0
140292,"Falls and Trauma",0.518
140294,"Foreign Object Retained After Surgery",0
140294,"Air Embolism",0
140294,"Blood Incompatibility",0
140294,"Falls and Trauma",0
140300,"Foreign Object Retained After Surgery",0
140300,"Air Embolism",0
140300,"Blood Incompatibility",0
140300,"Falls and Trauma",0
140304,"Foreign Object Retained After Surgery",0
140304,"Air Embolism",0
140304,"Blood Incompatibility",0
140304,"Falls and Trauma",0.421
140308,"Foreign Object Retained After Surgery",0
140308,"Air Embolism",0
140308,"Blood Incompatibility",0
140308,"Falls and Trauma",0
150001,"Foreign Object Retained After Surgery",0
150001,"Air Embolism",0
150001,"Blood Incompatibility",0
150001,"Falls and Trauma",0
150002,"Foreign Object Retained After Surgery",0
150002,"Air Embolism",0
150002,"Blood Incompatibility",0
150002,"Falls and Trauma",0.401
150005,"Foreign Object Retained After Surgery",0
150005,"Air Embolism",0
150005,"Blood Incompatibility",0
150005,"Falls and Trauma",0.29
150006,"Foreign Object Retained After Surgery",0
150006,"Air Embolism",0
150006,"Blood Incompatibility",0
150006,"Falls and Trauma",0.355
150007,"Foreign Object Retained After Surgery",0
150007,"Air Embolism",0
150007,"Blood Incompatibility",0
150007,"Falls and Trauma",0.42
150008,"Foreign Object Retained After Surgery",0
150008,"Air Embolism",0
150008,"Blood Incompatibility",0
150008,"Falls and Trauma",0.514
150009,"Foreign Object Retained After Surgery",0
150009,"Air Embolism",0
150009,"Blood Incompatibility",0
150009,"Falls and Trauma",0.265
150010,"Foreign Object Retained After Surgery",0
150010,"Air Embolism",0
150010,"Blood Incompatibility",0
150010,"Falls and Trauma",0
150011,"Foreign Object Retained After Surgery",0
150011,"Air Embolism",0
150011,"Blood Incompatibility",0
150011,"Falls and Trauma",0
150012,"Foreign Object Retained After Surgery",0
150012,"Air Embolism",0
150012,"Blood Incompatibility",0
150012,"Falls and Trauma",0.343
150015,"Foreign Object Retained After Surgery",0
150015,"Air Embolism",0
150015,"Blood Incompatibility",0
150015,"Falls and Trauma",0.207
150017,"Foreign Object Retained After Surgery",0
150017,"Air Embolism",0
150017,"Blood Incompatibility",0
150017,"Falls and Trauma",0.548
150018,"Foreign Object Retained After Surgery",0
150018,"Air Embolism",0
150018,"Blood Incompatibility",0
150018,"Falls and Trauma",0.38
150021,"Foreign Object Retained After Surgery",0
150021,"Air Embolism",0
150021,"Blood Incompatibility",0
150021,"Falls and Trauma",0.196
150022,"Foreign Object Retained After Surgery",0
150022,"Air Embolism",0
150022,"Blood Incompatibility",0
150022,"Falls and Trauma",0
150023,"Foreign Object Retained After Surgery",0.102
150023,"Air Embolism",0
150023,"Blood Incompatibility",0
150023,"Falls and Trauma",0.715
150024,"Foreign Object Retained After Surgery",0
150024,"Air Embolism",0
150024,"Blood Incompatibility",0
150024,"Falls and Trauma",0.763
150026,"Foreign Object Retained After Surgery",0
150026,"Air Embolism",0
150026,"Blood Incompatibility",0
150026,"Falls and Trauma",0.434
150030,"Foreign Object Retained After Surgery",0
150030,"Air Embolism",0
150030,"Blood Incompatibility",0
150030,"Falls and Trauma",0
150034,"Foreign Object Retained After Surgery",0
150034,"Air Embolism",0
150034,"Blood Incompatibility",0
150034,"Falls and Trauma",0
150035,"Foreign Object Retained After Surgery",0
150035,"Air Embolism",0
150035,"Blood Incompatibility",0
150035,"Falls and Trauma",0.655
150037,"Foreign Object Retained After Surgery",0
150037,"Air Embolism",0
150037,"Blood Incompatibility",0
150037,"Falls and Trauma",0
150042,"Foreign Object Retained After Surgery",0
150042,"Air Embolism",0
150042,"Blood Incompatibility",0
150042,"Falls and Trauma",0.291
150044,"Foreign Object Retained After Surgery",0
150044,"Air Embolism",0
150044,"Blood Incompatibility",0
150044,"Falls and Trauma",0.415
150045,"Foreign Object Retained After Surgery",0
150045,"Air Embolism",0
150045,"Blood Incompatibility",0
150045,"Falls and Trauma",0
150046,"Foreign Object Retained After Surgery",0
150046,"Air Embolism",0
150046,"Blood Incompatibility",0
150046,"Falls and Trauma",0
150047,"Foreign Object Retained After Surgery",0
150047,"Air Embolism",0
150047,"Blood Incompatibility",0
150047,"Falls and Trauma",0
150048,"Foreign Object Retained After Surgery",0
150048,"Air Embolism",0
150048,"Blood Incompatibility",0
150048,"Falls and Trauma",0.119
150051,"Foreign Object Retained After Surgery",0
150051,"Air Embolism",0
150051,"Blood Incompatibility",0
150051,"Falls and Trauma",0.326
150056,"Foreign Object Retained After Surgery",0.131
150056,"Air Embolism",0
150056,"Blood Incompatibility",0
150056,"Falls and Trauma",0.984
150057,"Foreign Object Retained After Surgery",0
150057,"Air Embolism",0
150057,"Blood Incompatibility",0
150057,"Falls and Trauma",0.685
150058,"Foreign Object Retained After Surgery",0.133
150058,"Air Embolism",0
150058,"Blood Incompatibility",0
150058,"Falls and Trauma",0.399
150059,"Foreign Object Retained After Surgery",0
150059,"Air Embolism",0
150059,"Blood Incompatibility",0
150059,"Falls and Trauma",0
150061,"Foreign Object Retained After Surgery",0
150061,"Air Embolism",0
150061,"Blood Incompatibility",0
150061,"Falls and Trauma",0
150065,"Foreign Object Retained After Surgery",0
150065,"Air Embolism",0
150065,"Blood Incompatibility",0
150065,"Falls and Trauma",0
150069,"Foreign Object Retained After Surgery",0
150069,"Air Embolism",0
150069,"Blood Incompatibility",0
150069,"Falls and Trauma",0
150072,"Foreign Object Retained After Surgery",0
150072,"Air Embolism",0
150072,"Blood Incompatibility",0
150072,"Falls and Trauma",1.553
150074,"Foreign Object Retained After Surgery",0
150074,"Air Embolism",0
150074,"Blood Incompatibility",0
150074,"Falls and Trauma",0.302
150075,"Foreign Object Retained After Surgery",0
150075,"Air Embolism",0
150075,"Blood Incompatibility",0
150075,"Falls and Trauma",0
150076,"Foreign Object Retained After Surgery",0
150076,"Air Embolism",0
150076,"Blood Incompatibility",0
150076,"Falls and Trauma",0
150082,"Foreign Object Retained After Surgery",0.046
150082,"Air Embolism",0
150082,"Blood Incompatibility",0
150082,"Falls and Trauma",0.69
150084,"Foreign Object Retained After Surgery",0
150084,"Air Embolism",0
150084,"Blood Incompatibility",0
150084,"Falls and Trauma",0.506
150086,"Foreign Object Retained After Surgery",0
150086,"Air Embolism",0
150086,"Blood Incompatibility",0
150086,"Falls and Trauma",0
150088,"Foreign Object Retained After Surgery",0.536
150088,"Air Embolism",0
150088,"Blood Incompatibility",0
150088,"Falls and Trauma",0
150089,"Foreign Object Retained After Surgery",0
150089,"Air Embolism",0
150089,"Blood Incompatibility",0
150089,"Falls and Trauma",0.47
150090,"Foreign Object Retained After Surgery",0
150090,"Air Embolism",0
150090,"Blood Incompatibility",0
150090,"Falls and Trauma",0
150091,"Foreign Object Retained After Surgery",0
150091,"Air Embolism",0
150091,"Blood Incompatibility",0
150091,"Falls and Trauma",0
150097,"Foreign Object Retained After Surgery",0
150097,"Air Embolism",0
150097,"Blood Incompatibility",0
150097,"Falls and Trauma",0
150100,"Foreign Object Retained After Surgery",0
150100,"Air Embolism",0
150100,"Blood Incompatibility",0
150100,"Falls and Trauma",0.867
150101,"Foreign Object Retained After Surgery",0
150101,"Air Embolism",0
150101,"Blood Incompatibility",0
150101,"Falls and Trauma",0
150102,"Foreign Object Retained After Surgery",0
150102,"Air Embolism",0
150102,"Blood Incompatibility",0
150102,"Falls and Trauma",3.425
150104,"Foreign Object Retained After Surgery",0
150104,"Air Embolism",0
150104,"Blood Incompatibility",0
150104,"Falls and Trauma",0.747
150109,"Foreign Object Retained After Surgery",0
150109,"Air Embolism",0
150109,"Blood Incompatibility",0
150109,"Falls and Trauma",0.415
150112,"Foreign Object Retained After Surgery",0
150112,"Air Embolism",0
150112,"Blood Incompatibility",0
150112,"Falls and Trauma",0.167
150113,"Foreign Object Retained After Surgery",0
150113,"Air Embolism",0
150113,"Blood Incompatibility",0
150113,"Falls and Trauma",0
150115,"Foreign Object Retained After Surgery",0
150115,"Air Embolism",0
150115,"Blood Incompatibility",0
150115,"Falls and Trauma",1.004
150125,"Foreign Object Retained After Surgery",0
150125,"Air Embolism",0.081
150125,"Blood Incompatibility",0
150125,"Falls and Trauma",0.326
150126,"Foreign Object Retained After Surgery",0
150126,"Air Embolism",0
150126,"Blood Incompatibility",0
150126,"Falls and Trauma",0.483
150128,"Foreign Object Retained After Surgery",0
150128,"Air Embolism",0
150128,"Blood Incompatibility",0
150128,"Falls and Trauma",0.657
150133,"Foreign Object Retained After Surgery",0
150133,"Air Embolism",0
150133,"Blood Incompatibility",0
150133,"Falls and Trauma",0
150146,"Foreign Object Retained After Surgery",0
150146,"Air Embolism",0
150146,"Blood Incompatibility",0
